id,DOI,no,type,title,authors,journal,year,date,volume,issue,firstPage,lastPage,abstract,globalCitationsCount,localInDegree,localOutDegree,referencesCount,localIncomingCitations,localOutgoingCitations,references
W3029404970,10.1016/J.SCS.2020.102301,583,article,Enabling technologies and sustainable smart cities,"Mohd Abdul Ahad, Sara Paiva, Gautami Tripathi, Noushaba Feroz",Sustainable cities and society (Elsevier BV),2020,01/10/2020,61,,102301,102301,"The technological interventions in everyday processes has led to the rise of Smart ecosystems where all aspects of everyday life like governance, transportation, agriculture, logistics, maintenance, education and healthcare are automated in some way or the other and can be controlled, managed and accessed remotely with the help of smart devices. This has led to the concept of Smart cities where Information Communication and Technology (ICT) is merged with the existing traditional infrastructure of a city which is then coordinated and managed using digital technology. This idea of smart cities is slowly but surely coming into reality as many countries around the globe are adopting this idea and coming up with their own model of smart cities. At the core of smart city lies the sensors and actuators embedded in the smart devices that sense the environment for facilitating effective decision making. The microcontrollers available in these devices are programmed to take decisions automatically based on the information received from the sensors. This involves integration of several information and communication technologies like artificial intelligence, protocols, Internet of things (IoT), wireless sensor network (WSN) etc. This paper discusses and extensively reviews the role of enabling technologies in smart cities. The paper further highlights the challenges and limitations in the development of smart cities along with the mitigation strategies. Specifically, three categories of challenges are identified namely technical, socio-economic and environmental giving specifics of each category. Finally, some of the best practices for attaining sustainable smart cities are provided.",315,2,,74,"W3138014297, W4214699813",,"W1210027165, W1668361395, W1755227063, W1832931638, W1968773071, W1969085745, W1998460924, W2026942921, W2029182068, W2030452699, W2040615778, W2055448412, W2058401212, W2066473934, W2072430631, W2085605077, W2111619626, W2114296561, W2115593523, W2129368140, W2130553876, W2140669960, W2148649744, W2149713648, W2165093166, W2170239483, W2211073057, W2225446877, W2238499080, W2275530856, W2293583529, W2301068687, W2341314846, W2515280113, W2544710688, W2561905839, W2574134800, W2576179182, W2593684643, W2606861698, W2624989916, W2731079083, W2740150631, W2746359157, W2749141039, W2784243954, W2791256869, W2794329359, W2800753141, W2807345756, W2883370042, W2884564379, W2912275277, W2971069097, W2980647560, W2995471521, W3004983566, W3005972785, W3007935964, W4233656173, W4236284957, W4236947990, W4243965395, W4245820521, W4246221226, W4246546932, W4247064022, W4247455729, W4251302448, W4253254286, W4255416384, W4256351822, W4298880486, W893234787"
W3004770763,10.1080/01431161.2020.1718237,774,article,Object-based random forest classification for informal settlements identification in the Middle East: Jeddah a case study,"Ahmad Fallatah, Simon Jones, David Mitchell",International journal of remote sensing (Taylor & Francis),2020,08/02/2020,41,11,4421,4445,"The identification of informal settlements in urban areas is an important step in developing and implementing pro-poor urban policies. Understanding when, where and who lives inside informal settlements is critical in efforts to improve their resilience. This study aims to analyse the capability of machine-learning (ML) methods to map informal settlement areas in Jeddah, Saudi Arabia, using very-high-resolution (VHR) imagery and terrain data. Fourteen indicators of settlement characteristics were derived and mapped using an object-based ML approach and VHR imagery. These indicators were categorized according to three different spatial levels: environ, settlement and object. The most useful indicators for prediction were found to be density and texture measures, (with random forest (RF) relative importance measures of over 25% and 23% respectively). The success of this approach was evaluated using a small, fully independent validation dataset. Informal areas were mapped with an overall accuracy of 91%. Object-based ML as a processing chain approach performed better (8%) than object-based image analysis alone due to its ability to encompass all available geospatial levels.",23,2,,75,"W3199881080, W4214883615",,"W1494709343, W150533931, W1752489733, W1984792953, W1989022844, W1991129553, W1991361881, W1993789921, W1998979050, W2001440241, W2006203995, W2008424430, W2008947716, W2014970225, W2017619079, W2024106504, W2024448972, W2031775731, W2044465660, W2061185772, W2061240006, W2063907334, W2066416082, W2067654461, W2070512596, W2077509829, W2081615203, W2082081125, W2083061291, W2084668217, W2092606759, W2103079830, W2131438174, W2132424470, W2140278197, W2145276123, W2160934142, W2169467543, W2218047931, W2241720306, W2261059368, W2285273467, W2338897872, W2404611670, W2464916236, W2469117942, W2495372915, W2515041732, W2521601500, W2529164054, W2572718807, W2588173298, W2597898080, W2602458379, W2613676787, W2620841277, W2621526417, W2765226977, W2766276413, W2766422782, W2766673287, W2767802855, W2767959320, W2794187036, W2811293025, W2887201190, W2888842680, W2891834831, W2892966283, W2899506370, W2911964244, W2912272178, W2920753941, W2946284182, W946160360"
W2980931886,10.1016/J.OCECOAMAN.2019.105018,710,article,Integrating spatial statistics tools for coastal risk management: A case-study of typhoon risk in mainland China,"Muhammad Sajjad, Johnny C. L. Chan, Shamsa Kanwal",Ocean & coastal management (Elsevier BV),2020,01/02/2020,184,,105018,105018,"Risk-informed planning and management are integral to the sustainability of hazard-prone areas at all spatial scales. This paper proposes a geographic information system- (GIS)-based approach to evaluate the spatial heterogeneities of coastal risk—using typhoons as a case. The study employs several spatial statistics-based distributional models to systematically evaluate the geographies of typhoon risk, its spatial patterns, and statistically significant hotspots of highest risk in coastal Mainland China. Additionally, we model the level of contribution of each risk parameter (i.e., hazard, vulnerability, and community resilience) towards overall risk. The results show that among 70% coastal counties exposed to typhoons, close to 30% are in the highest risk category (value ≥ 3rd quartile). The areas under the highest risk harbor more than 50 million people (~43%)—more than 7 million non-adults (0–14 years) (~42%), and approximately 2.5 million elderly people (above 65 years) (~31%)—which is critical. The Pearl-River-Delta region of Guangdong province in southern China is identified as the hotspot of highest typhoon risk, followed by Fujian and Zhejiang provinces—95% confidence. We propose the integration of spatial statistics and distributional models in coastal risk frameworks to evaluate and map the multi-level geographies of natural hazard risk to support risk management efforts. This study is novel to foster a GIS-based approach for risk management in the coastal regions of China, particularly in a disaster-risk-reduction context. The proposed approach and results have important policy implications and are useful for risk-informed decision-making such as prioritization for risk-relevant actions and resources treatment.",34,,,75,,,"W1488679353, W1518184990, W1772739024, W1933925569, W1967137980, W1977000369, W1991864614, W1994883139, W2014209488, W2015914378, W2017924709, W2028230084, W2031809277, W2045189474, W2046381157, W2054417072, W2065507686, W207077879, W2072735257, W2076977109, W2090821622, W2096522898, W2101117517, W2108129114, W2117835930, W2118898434, W2123587734, W2127016675, W2127569725, W2129402021, W2131586477, W2135555519, W2160050213, W2167905626, W2195600845, W2230905354, W2286780582, W2300242521, W2315131540, W2475184911, W2511435023, W2514901420, W2515589021, W2517555749, W2523582333, W2541959360, W2561859509, W2567204853, W2578950705, W2587956933, W2592582405, W2597096274, W2600143079, W2726929437, W2742970053, W2750129383, W2751331856, W2766913603, W2768544683, W2772720378, W2775730478, W2777044793, W2783112596, W2790464291, W2792061382, W2793084767, W2793311784, W2888443245, W2901524199, W2901647980, W2923841166, W2944005038, W2962352979, W424150065, W615353142"
W3003854655,10.1016/J.GEODERMA.2020.114211,630,article,Multi-algorithm comparison for predicting soil salinity,"Fei Wang, Zhou Shi, Asim Biswas, Shengtian Yang, Jianli Ding",Geoderma (Elsevier BV),2020,01/04/2020,365,,114211,114211,"Soil salinization is one of the most predominant processes responsible for land degradation globally. However, monitoring large areas presents significant challenges due to strong spatial and temporal variability. Environmental covariates show promise in predicting salinity over large areas provided a reasonable relationship is developed with field measured salinity at few points. While simple regression-based approaches to complex data mining methods have been used in the prediction, a comprehensive comparison of their performances has not been explored, leading to uncertainty in which algorithms to select. This study compares thirteen popularly and non-popularly used algorithms and their performances following four criteria in predicting soil salinity from environmental covariates from Kuqa Oasis from Xinjiang, China. The environmental covariates used for the prediction include principal components of Landsat satellite images at multiple spectral bands, climate factors (referring to land surface temperature), vegetation indices, salinity and soil-related indices, soil moisture indices, DEM derived indices, land use, landform and soil type and categorized them under parameter categories of the SCORPAN (S, soils; C, climate; O, organisms, biotic factor; R, relief; P, parent material; A, age; and N, space) model. The predictive relationships were developed using the algorithms including some previously used ones such as Multiple Linear regression (MLR), Multi-Layer Perceptron-Artificial Neural Network (MLP-ANN), Stochastic Gradient Treeboost (SGT), M5 Model Tree (M5), Multivariate Adaptive Regression Splines (MARS), Classification and Regression Tree (CART), Random Forest (RF), and Support Vector Regression (SVR) and some that have not previously been used in predicting salinity such as Alternating Model Tree (ATM), Gaussian Processes Regression (GPR), Gaussian Radial Basis Functions (GRBF), Least Median Squared Linear Regression (LMSLR), and Reduced Error Pruning Tree (REPTree). Here, 5-fold cross-validation and an independent dataset (30% overall samples) at three depths, 0–10 cm, 10–30 cm, 30–50 cm, were used for parameter optimization and evaluating the performance of algorithms. The performances of these algorithms were compared against multiple criteria, including the parameterization, error level/fitting accuracy (determination coefficient, R2; root mean squared error, RMSE), stability (based on the Pearson correlation coefficient, R; mean absolute percent error, MAPE; root mean squared error, RMSE; Lin’s concordance correlation coefficient, LCCC) and computational efficiency of the algorithms. Finally, the result showed that CSRI is most important parameter for the prediction of soil salinity at the 0–10 cm and 10–30 cm depths, whereas for the 30–50 cm depth interval, VD was the most important predictor. For depths of 0–10 cm, 10–30 cm and 30–50 cm across all models, the model R2 values ranged from 0.60 to 0.74, 0.15 to 0.31, and 0.30 to 0.47, and the RMSE values ranged from 18.87 to 23.49 dS m−1, 9.94 to 13.48 dS m−1 and 3.79 to 7.11 dS m−1. The optimal algorithms at three depths of 0–10 cm, 10–30 cm and 30–50 cm are RF, M5 and GRBF with considering accuracy and stability. After a comprehensive assessment of algorithm performance, we recommend RF for mapping salinity in an arid environment such as that of Xinjiang and elsewhere globally. However, there is no algorithm that can perform ideally for all datasets. Therefore, we suggest that the algorithm should be carefully chosen according to the purposes of the study.",89,3,,75,"W4308506734, W4206968386, W4214672600",,"W1453893845, W1508332395, W1821210865, W1969589719, W1976289996, W1977064421, W1979204143, W1982836372, W1984282899, W1985230585, W1988195734, W1998431186, W2003625635, W2007342648, W2010351326, W2018059592, W2023199104, W2023312901, W2034334268, W2038782607, W2040611841, W2041027015, W2054325787, W2056035740, W2066722804, W2070493638, W2076245587, W2078712779, W2079770016, W2080665665, W2089097786, W2094440806, W2094760192, W2095478872, W2095613351, W2102201073, W2104487864, W2107108409, W2113222130, W2116602136, W2117141933, W2135046866, W2138052638, W2145539952, W2152701363, W2186294614, W2205158676, W2283093462, W2311094426, W2318568688, W2410842896, W2519746072, W2529290889, W2541247485, W2560636001, W2566782378, W2567894916, W2588003345, W2593373178, W2598382903, W2776151220, W2782214968, W2789849456, W2791665776, W2796299618, W2805739271, W2885760689, W2888238379, W2889246260, W290462016, W2911964244, W2931266020, W2944146241, W2949825726, W3144007503"
W2980770822,10.1016/J.FUTURES.2019.102476,387,article,Advanced text-mining for trend analysis of Russia’s Extractive Industries,"Леонид Гохберг, Ilya Kuzminov, Elena Khabirova, Thomas Thurner",Futures (Elsevier BV),2020,01/01/2020,115,,102476,102476,"The world economy relies on access to industrial metals, oil and gas for maintaining its critical industrial infrastructure. Although demand is likely to remain high, the most accessible deposits have been depleted. Future capacity growth will be facilitated through further technological developments. Russia as a leading producer is paying great attention to strengthening its competitive edge in global markets. This paper reports on a large-scale technology foresight study of the Russian extractive sector (including oil and gas), which combined expert-based foresight activities with statistical analyses and text-mining techniques based on artificial intelligence and machine learning technologies. The presented methodology helped to link the technologies to dominant discussions (e.g. climate change vs rural development) and to flag key trends. Furthermore, quantitative estimates can be identified quickly. The study's methodology should function as an example for similar studies to support policy planning and investment decisions based on text-mining techniques.",21,,,79,,,"W1128450717, W129731525, W1550976363, W1584229548, W1589970696, W1614298861, W1782204159, W1933753634, W1965450298, W1973352188, W1975200179, W1977585342, W1979878366, W1981341991, W1984017270, W1984567472, W1986110214, W1993970226, W1994584047, W1995785396, W1997946159, W1999058138, W2003987467, W2010815687, W2013536899, W2015842503, W2018807671, W2020222797, W2029647685, W2042727034, W2049267230, W2050264809, W2056694701, W2061202599, W2064097199, W2067790274, W2073344365, W2074439200, W2075101496, W2081632537, W2087556063, W2088085133, W2111235999, W2124330905, W2133627950, W2137772416, W2144601638, W2166058634, W2171861664, W2173862762, W2195869218, W2216357226, W2250539671, W2251176673, W2262907013, W2325465897, W2367237394, W2462128315, W2472752811, W2493916176, W2499696929, W2508876500, W2531745451, W2564478493, W2591930973, W2606434384, W2609162588, W2620028872, W2622587561, W2624065978, W2726519415, W2745455834, W2791745550, W2793339171, W2794240368, W2917791819, W3121240637, W3124330170, W4229518721"
W3116354113,10.1080/15481603.2020.1857623,727,article,Improvement of Mangrove Soil Carbon Stocks Estimation in North Vietnam Using Sentinel-2 Data and Machine Learning Approach,"Tien Dat Pham, Naoto Yokoya, Thanh Thuy Nguyen, Nga Nhu Le, Nam Thang Ha, Junshi Xia, Wataru Takeuchi, Tien Duc Pham",GIScience & remote sensing/GIScience and remote sensing (Taylor & Francis),2020,23/12/2020,58,1,68,87,"Quantifying total carbon (TC) stocks in soil across various mangrove ecosystems is key to understanding the global carbon cycle to reduce greenhouse gas emissions. Estimating mangrove TC at a large scale remains challenging due to the difficulty and high cost of soil carbon measurements when the number of samples is high. In the present study, we investigated the capability of Sentinel-2 multispectral data together with a state-of-the-art machine learning (ML) technique, which is a combination of CatBoost regression (CBR) and a genetic algorithm (GA) for feature selection and optimization (the CBR-GA model) to estimate the mangrove soil C stocks across the mangrove ecosystems in North Vietnam. We used the field survey data collected from 177 soil cores. We compared the performance of the proposed model with those of the four ML algorithms, i.e., the extreme gradient boosting regression (XGBR), the light gradient boosting machine regression (LGBMR), the support vector regression (SVR), and the random forest regression (RFR) models. Our proposed model estimated the TC level in the soil as 35.06–166.83 Mg ha−1 (average = 92.27 Mg ha−1) with satisfactory accuracy (R2 = 0.665, RMSE = 18.41 Mg ha−1) and yielded the best prediction performance among all the ML techniques. We conclude that the Sentinel-2 data combined with the CBR-GA model can improve estimates of the mangrove TC at 10 m spatial resolution in tropical areas. The effectiveness of the proposed approach should be further evaluated for different mangrove soils of the other mangrove ecosystems in tropical and semi-tropical regions.",53,,1,80,,W3007646969,"W1471436312, W1964217023, W1975706531, W1985042172, W2000613913, W2006880805, W2013665199, W2033275656, W2039300997, W2041197332, W2052494086, W2056435747, W2058312673, W2063623478, W2063907334, W2071501094, W2080441468, W2094677081, W2096650374, W2098676252, W2105785737, W2111947859, W2119993823, W2122825721, W2126699720, W2126934618, W2147924102, W2151558623, W2161381512, W2165698076, W2165993842, W2166843422, W2214058817, W2290576226, W2411263686, W2488702363, W2515041732, W2563118026, W2592938548, W2602438080, W2602766315, W2616493255, W2621189771, W2754508630, W2763867874, W2771865566, W2775614191, W2789665835, W2791933291, W2802549285, W2802570838, W2885442465, W2886202032, W2886889705, W2891747104, W2893324711, W2905192710, W2906843186, W2906922093, W2908659686, W2911955650, W2911964244, W2914540485, W2921430350, W2923285333, W2923714778, W2942851257, W2967896173, W2970618422, W2971982243, W2973236632, W2999730079, W3007646969, W3009990201, W3015122510, W3020552235, W3048476294, W3102476541, W4230674625, W48355205"
W2985495555,10.1016/J.RSE.2019.111496,308,article,Above-ground biomass mapping in West African dryland forest using Sentinel-1 and 2 datasets - A case study,"Gerald Forkuor, Benewinde J.‐B. Zoungrana, Kangbéni Dimobe, Boris Ouattara, Krishna Prasad Vadrevu, Jérôme Tondoh",Remote sensing of environment (Elsevier BV),2020,01/01/2020,236,,111496,111496,"The Sudanian Savanna (SS) of West Africa is characterized by tropical savannas and woodlands. Accurate estimation of AGB and carbon stocks in this biome is important for addressing sustainable development goals as the information can aid natural resource management at varied spatial scales. Previous AGB mapping efforts focused on humid forests, with little attention on savannas. This study explored the use of annual monthly time-series of Senitinel-1 (S-1) and Sentinel-2 (S-2) data to map AGB in the SS. Backscatter, spectral reflectance, and derivatives (vegetation indices and biophysical parameters) were combined with field inventory data in a Random Forest regression to map AGB. Eight experiments were conducted with different data configurations to determine: (1) the potential of S-1 and S-2 for AGB mapping, (2) optimal image acquisition period for AGB mapping, and (3) contribution of image derivatives to improving the accuracy of AGB mapping. The predicted map was validated with 40% of the inventory data. Uncertainty in the AGB was assessed using mean absolute error, root mean squared error, coefficient of determination and symmetrical mean absolute percentage error. Results show that about 90% of the study area have low AGB stocks of less than 90 Mg/ha. Compared to S-1 (RMSE: 78.6; MAE: 25.6), S-2 achieved better prediction accuracy (RMSE: 60.6; MAE: 19.2), although combination of the two according to seasonality produced the best results (RMSE: 45.4; MAE: 16.3). Images acquired in the dry season were found to be more useful for predicting AGB than those of rainy season. Also, stress-related vegetation indices and a red-edge dependent normalized difference vegetation index not tested in previous AGB studies using Sentinels were found to be significant contributors to the superior performance of S-2. Since biomass is a finite resource, our results can provide valuable information on the sustainable use of biomass and energy security including studies on carbon cycling and ecosystem functions in the region. The demonstrated possibility of using open access earth observation data to map and monitor AGB in data scarce regions is useful and beneficial to attaining SDG indicators 15.2.1 (sustainable forest management) and 15.3.1 (proportion of land that is degraded over total land area). Further work on developing species-specific wood densities and allometric equations is required to improve AGB and carbon stock estimation in the SS.",110,2,,89,"W3043758939, W4296849391",,"W1264638184, W1421632428, W1520812622, W1790840239, W1963738253, W1975846642, W1978005854, W1984670836, W1985154454, W1985316678, W1990653740, W2008579221, W2013061102, W2019711760, W2022669603, W2036745212, W2040120109, W2044866271, W2046113982, W2050269337, W2051927203, W2056435747, W2061498028, W2062614402, W2077797698, W2083587415, W2088586107, W2091493105, W2093540905, W2095116905, W2101354384, W2105781415, W2107474547, W2115901473, W2118037698, W2131822674, W2133613984, W2144515426, W2153263782, W2158714963, W2160434086, W2160454972, W2166371879, W2166394891, W2166516820, W2171033594, W2171982065, W2174882701, W2288583194, W2331270927, W2410536046, W2413300171, W2473278743, W2500543029, W2508131240, W2510177274, W2518603749, W2521943833, W2580193015, W2582743722, W2582794771, W2585148588, W2586222214, W2597284376, W265342630, W2734673207, W2756906114, W2765174293, W2768035654, W2774571784, W2777772327, W2782220608, W2789665835, W2790820952, W2796569263, W2800294424, W2801360546, W2801684017, W2884547875, W2891746825, W2903885536, W2906586493, W2911964244, W2915915395, W2916382809, W2952061642, W4244467125, W576664126, W609758519"
W3037079185,10.1016/J.RSE.2020.111950,657,article,Sentinel-3 OLCI observations of water clarity in large lakes in eastern China: Implications for SDG 6.3.2 evaluation,"Ming Shen, Hongtao Duan, Zhigang Cao, Kun Xue, Tianci Qi, Jinge Ma, Dong Liu, Kaishan Song, Chunlin Huang, Xiaoyu Song",Remote sensing of environment (Elsevier BV),2020,01/09/2020,247,,111950,111950,"The Sustainable Development Goal (SDG) 6.3.2 of the United Nations (UN) focuses on ambient water quality, while water clarity simplistically and visually reflect water quality and can potentially support SDG 6.3.2 reporting. In this study, based on extensive field data and Sentinel-3 Ocean and Land Color Instrument (OLCI) imagery, a random forest regression (RFR) Secchi depth (Zsd) model suitable for turbid and eutrophic waters was established. With this model, the Zsd of 86 large (> 30 km2) lakes in Eastern China was obtained from May 2016 to April 2018. Additionally, the potential for applying OLCI-derived Zsd data in the SDG 6.3.2 evaluation was assessed. Of six common atmospheric correction (AC) processors (i.e., BAC, C2RCC, POLYMER, BP, MUMM, and 6SV), 6SV often exhibited the best performance except for at 754 nm (root mean square error (RMSE) ≤ 0.0094 sr−1, mean absolute percentage error (MAPE) ≤ 36.27%, and mean normalized bias (MNB) ≤ 15.89%). The RFR model had higher accuracy (R2 = 0.70, RMSE = 0.13 m, MAPE = 33.43%, and MNB = 14.55%) and was more suitable for eutrophic and turbid inland lakes across Eastern China than the other available Zsd algorithms. The average OLCI-derived Zsd of the lakes in Eastern China was 0.44 ± 0.13 m, suggesting that these lakes are extremely turbid. The average Zsd of lakes in the Eastern Plain Lake (EPL) zone (0.45 ± 0.12 m) was higher than that of the lakes in the Northeastern Plain and Mountain Lake (NPML) zone (0.40 ± 0.17 m). The majority of lakes showed higher Zsd values in summer (rainy season) than in fall and winter (dry season). A simple SDG 6.3.2 evaluation scheme was developed based on the Zsd product, and only 54.65% of the lakes (N = 47) reached the “good” level during the monitoring period as a result of the eutrophication of the lakes in Eastern China. This study provides water clarity information for large lakes in Eastern China and facilitates the understanding of ambient water quality under the 2030 UN SDG framework as well as data and technical support for future SDG 6.3.2 evaluations.",98,5,,90,"W3180321889, W3209739954, W4311529515, W4308739632, W4386827832",,"W1149925075, W145070728, W1964501459, W1966197059, W1967906870, W1969753304, W1970269224, W1977564453, W1978772168, W1988705811, W1996031526, W2009619252, W2015268693, W2016903184, W2020366472, W2026625407, W2029219829, W2030458838, W2040621183, W2043544053, W2045952723, W2053407752, W2057646508, W2057859338, W2058447011, W2064393559, W2067653420, W2072438349, W2082714424, W2086951911, W2088665921, W2092031707, W2098453963, W2102096221, W2102367819, W2104798629, W2107392358, W2107444053, W2114164280, W2115408538, W2120514850, W2125763679, W2129215716, W2130951438, W2131713496, W2131752879, W2134138418, W2136758825, W2139095875, W2140135187, W2143282602, W2143381693, W2153807065, W2159669130, W2171734060, W2189153418, W2218047931, W2281658227, W2338369492, W2412247133, W2415962657, W2508000028, W2518490088, W2550196266, W2588754867, W2592320552, W2617755610, W2731008149, W2748646379, W2771933030, W2783273813, W2784276984, W2790953582, W2810179976, W2890015417, W2890941576, W2902208037, W2904988921, W2909053836, W2909074937, W2911061076, W2911964244, W2925288141, W2928164210, W2940671783, W2942919177, W2955941204, W2963550754, W2975028292, W2996160164"
W3027474222,10.1016/J.SCITOTENV.2020.139622,628,article,Spatiotemporal scale and integrative methods matter for quantifying the driving forces of land cover change,"Luo Ying, Yihe Lü, Lue Liu, Haibin Liang, Ting Li, Yanjiao Ren",Science of the total environment (Elsevier BV),2020,01/10/2020,739,,139622,139622,"Land cover change (LCC) is a major part of environmental change. Exploring the spatiotemporal differences in LCC and the driving factors is the basis for comprehensive research on landscape planning, and it is of great significance for future effective and sustainable landscape management. In this respect, cross-scale research with integrated methods is worthy of more attention, although some studies have discussed the driving forces of LCCs at either regional or local scale. We combined a structural equation model and a mixed-effects model for quantifying the driving forces of LCCs across different scales in the Loess Plateau (China), which is a typical region that has experienced significant LCCs over recent decades. The impacts of biophysical and socioeconomic factors on different change trajectories (agricultural intensification, urbanization and ecological restoration) were found to be inconsistent at different temporal and spatial scales. We found that topography had a negative effect on agricultural intensification during 1990–2010 and on urbanization during 1990–2000, but it had a positive effect on ecological restoration during 2000–2015 at the regional scale. Moreover, although there was no significant impact from economic development on any type of LCCs at the regional scale, its important influence could be seen in some of the township categories. Therefore, the path and scale dependence of driving forces is an important consideration in landscape planning and management to accommodate local conditions and fine-tuned analysis as decision-making supports.",26,,,93,,,"W1588676708, W1952309072, W1964536282, W1969450091, W1971234322, W1974318029, W1976845186, W1977154999, W1978713210, W1980386882, W1981592328, W1981645791, W1985529541, W1987765283, W1990485806, W1991831587, W1994888569, W1998728412, W2001085142, W2001151920, W2001869254, W2004741803, W2020320297, W2021409406, W2032856106, W2043154307, W2044488667, W2046247500, W2059078303, W2065414659, W2068735183, W2071582008, W2075322842, W2081282700, W2081567199, W2087306084, W2087754450, W2087854757, W2089724205, W2089764426, W2094570156, W2096885696, W2099397890, W2114509208, W2118214260, W2120220218, W2122158900, W2130621597, W2146262155, W2148957570, W2153820558, W2159966478, W2165577558, W2200435185, W2222252212, W2238579575, W2264764485, W2287190080, W2340240230, W2440520295, W2471056763, W2480126365, W2513234818, W2515748472, W2521696267, W2544245694, W2560784481, W2563562820, W2592863839, W2593667842, W2594704384, W2603982703, W2613046446, W2739149948, W2752153946, W2756080912, W2758780521, W2778478134, W2786870475, W2793684109, W2800610719, W2801942979, W2892087628, W2897108405, W2909080282, W2910744233, W2912077313, W2916884393, W2920356014, W2944323841, W2960436727, W3005019108, W618262861"
W3014994076,10.1175/BAMS-D-19-0280.1,96,article,CASEarth Poles: Big Data for the Three Poles,"Xin Li, Tao Che, Xinwu Li, Lei Wang, Anmin Duan, Donghui Shangguan, Xiaohan Pan, Miao Fang, Qing Bao",Bulletin of the American Meteorological Society (American Meteorological Society),2020,01/09/2020,101,9,E1475,E1491,"Abstract Unprecedented changes in the climate and environment have been observed in the three poles, including the North Pole, the South Pole, and the Third Pole–Tibetan Plateau. Although considerable data have been collected and several observation networks have been built in these polar regions, the three poles are relatively data-scarce regions due to inaccessible data acquisition, high-cost labor, and difficult living environments. To address the obstacles to better understanding the unprecedented changes in the three poles and their effects on the global environment and humans, there is a pressing need for better data acquisition, curation, integration, service, and application to support fundamental scientific research and sustainable development for the three poles. CASEarth Poles, a project within the framework of the “CAS Big Earth Data Science Engineering” program of the Chinese Academy of Sciences, aims to construct a big data platform for the three poles. CASEarth Poles will be devoted to 1) breaking the bottleneck of polar data curation, integration, and sharing; 2) developing high-resolution remote sensing products over the three poles; 3) generating atmospheric reanalysis datasets for the polar regions; 4) exploring the synchronization, asynchronization, and teleconnection of the environmental changes in the three poles; 5) investigating the climate, water cycle, and ecosystem dynamics and the interactions among the multispheres in the polar regions and their global effects; and 6) supporting decision-making with regard to sea ice forecasting, infrastructure, and sustainable development in polar regions. CASEarth Poles will collaborate with international efforts to enable better data and information services for the three poles in the big data era.",62,,,93,,,"W1506954298, W1539898068, W1867506197, W1964688613, W1965122835, W1965229099, W1969801270, W1970834152, W1976984800, W1982518595, W1998939088, W2003688041, W2005873199, W2007851974, W2008816737, W2015062319, W2015465891, W2021964057, W2025163476, W2025173880, W2029942559, W2033357735, W2033552368, W2036677156, W2038709877, W2041073097, W2046274250, W2054891736, W2058720258, W2069384557, W2074418666, W2076403122, W2082136389, W2099209493, W2103425624, W2105005531, W2110098148, W2111157073, W2114060717, W2118462961, W2128612602, W2141798294, W2142708715, W2147990093, W2148724700, W2150680082, W2175115291, W2183976055, W2206352705, W2292417693, W2320249130, W2351287254, W2474053067, W2517804354, W2536678032, W2560066447, W2565968729, W2576454581, W2588516229, W2593101117, W2602461940, W2605456139, W2605885815, W2608825455, W2616632839, W2725707462, W2728016865, W2730150689, W2737767877, W2754295663, W2754975851, W2755224296, W2767297416, W2770055263, W2780033738, W2792491689, W2802552574, W2807097649, W2808717900, W2890114416, W2893104692, W2900073294, W2904909458, W2909282631, W2916756308, W2953473760, W2963662963, W2972318292, W2995558724, W3002343708, W3022463131, W4242724684, W4247395798"
